text,label,language
"Ngaphansi kwalezi zimo inqubo yesaziso kanye nokuphawula njengoba icatshangiwe kusigaba 4 soMthetho 3 ka-2000 ziyosebenziseka zombili futhi zisheshe zisebenze nakahle lapho umbiko wendawo sewuvele uhlanganisiwe , kanti inqubo yohlolo lomphakathi ingagcinelwa lezo zimo lapho kuqubuka izindaba eziqonde ngqo enqubeni yesaziso kanye naminye imibiko emibili , okungenzeka idinge okunye ukuhlolwa kanye nokuphawula .",0,isiZulu
Lokhu kukhombisa inhloso kahulumeni yokugqamisa ushintsho lwentando yeningi eNingizimu Afrika kanye nothando elisha lezwe lethu .,0,isiZulu
"Ubandlululo lwasebenza ukwehlisa ukuthuthukiswa lwaphinde lwadla i-IKS , okumanje isasongwe ngalezo zinhlungu futhi isathathwa njengeyona evunyelwe ngumthetho ngabase-Afrika nabangewona ama-Afrika ngokufanayo .",0,isiZulu
"a ngokwezimiso zesigatshana 1 a bese ehluleka wukuvela noma ukufika , inkantolo akumele ikhiphe incwadi yokumbopha yize izimiso zesigaba 55 soMthetho weNqubo yamaCala zikuhlinzekela lokho kodwa umabhalane wenkantolo kumele azise iziphathimandla ezikhiphe isaziso , okumele zazise umkhandlu kanti unobhala kumele aqhubeke nokukhipha umyalo wokuphoqa umephuli mthetho okukhulunywa ngawo esigabeni 201 ; futhi b ngokwesigatshana 1 b icala kumele lisingathwe ngokulandela izimiso zoMthetho ka-1977 weNqubo yamaCala .",0,isiZulu
Kufuna ukunikeza indlela kanye nogqozi kuwo wonke amazinga ohlelo lwezemfundo kanjalo nasemakhaya nasemphakathini ukuze kuqinisekiswe ukuthi ngonyaka ka-2011 bonke abafundi bayakwazi ukukhombisa amazinga afanele oKukwazi Ukufunda Nokubhala kanye neNyumeresi ngokweminyaka yabo yobudala .,0,isiZulu
"Uzwe kungekudala nge- SMEDP ye-DTI , nokuthi ixhasa inani elithize kumabhizinisi amasha kanye nakhulayo .",0,isiZulu
Isisebenzi ucwaninge uhlelo lwesikole olusha ngezinsuku ezintathu ezedlule.,1,isiZulu
Ukuze kuzoba yimanje iMelika ayikaze ivume leyo-Convention .,0,isiZulu
NgokweSigaba 36 ( a ) kuya ku-(e) umgomo wokusimama uyasebenza .,0,isiZulu
Isikhungo kuthuthukise umgomo omusha ngokwesivumelwano esibhalwe phansi.,1,isiZulu
Ithimba lezentuthuko kuxhumanise izinqubomgomo zesikhashana ngokwesivumelwano esibhalwe phansi.,1,isiZulu
Uphenyo lwezibalo lwafakwa imiphumela yokuhlolwa ngeSonto eledlule ngokwesicelo esisemthethweni.,1,isiZulu
"Uneziqu ezine zaseyunivesithi azithola emayunivesithi ahlukene , okuhlanganisa nezocwaningo lweziqu ze-M .",0,isiZulu
Abakhulekeli wavusa ithemba ezindleleni zokuphila ezingcwele ngokwesikhathi esinqunyiwe.,1,isiZulu
Inkulumo ka luhlanganiswe indlela yokubala izindleko ngo-2023 emhlanganweni wabaphathi abakhulu.,1,isiZulu
sebehole iminyaka engu  bengasebenzi othisha,0,isiZulu
Ngivumeleni futhi le nkulumo ngiyethule egameni labo bonke abasebenzi bomNyango wezeMpilo abasishiyile onyakeni owedlule nakuwo lo kuze kube namuhla .,0,isiZulu
UMasipala wase-Bloemfontein uhambise imisebenzi yokwakha njengokwesimemezelo sabefundisi.,1,isiZulu
Isifundo sikaProf Mthembu lwakhiwe ulwazi lwezindaba zakamuva izinsuku eziyishumi phambi kwekomidi.,1,isiZulu
ngazozonke izikhathi lapho kufanele kuthathwe isinqumo ngendlela ebekwe esigabeni 75 .,0,isiZulu
Umphathi wepulazi waklame ingulube kanye ne-ibhayisikili endlini yaseLusikisiki njengoba kuchaziwe ngaphambilini ngaphakathi kwekilasi.,1,isiZulu
Uma uthole ifomu i-IT12C kodwa unomuzwa wokuthi wena uwela esigabeni se-IT12S kusadingekile uligcwalise ulilethe lelo fomu i-IT12C ; hhayi ucele ifomu lentela i-IT12S .,0,isiZulu
Iningizimu Afrika nesifunda babhekene nenselelo enkulu yokulwa nobuphofu .,0,isiZulu
Ukuhlolwa kwangempela lwafakwa amagama ababhali ngo-2023 ngaphansi kukaHulumeni omusha.,1,isiZulu
Isimemezelo sikahulumeni uMnu Dlamini lwamemezela inqubomgomo yomphakathi ngeSonto eledlule ngaphansi kukaHulumeni omusha.,1,isiZulu
imibono makuhlelwe imashi yamadoda ahlukunyezwayo,0,isiZulu
UMasipala wase-Polokwane wethule umbiko uhlelo lokuthuthukisa umphakathi ngeSonto ekuseni.,1,isiZulu
Yonke imikhumbi yangaphandle kumele ibe nomshini osebenzayo okuthiwa yi INMARSAT CVMS othintana nabaphethe ezamanzi olwandle .,0,isiZulu
j izaziso ezinikezwe ngokulandela izigaba zama-22 kanye nama-54 ngokuphathelene nezindleko okumele zikhokhwe ngokuphathelene nesicelo sokufinyelela ; kanye k nemitheshwana eyenziwe ngokulandela isigaba sama-92 Somthetho .,0,isiZulu
Isisebenzi uxoxile umbiko wesifundo esisha ngaphandle kwezinkinga.,1,isiZulu
Ibandla elikhulu wakhuluma kuhlelo lokuhlengwa ngokuhlanganyela nabakhulekeli.,1,isiZulu
""" Isikhungo sezimali "" sichazwe kumshwana 1 woMthethosivivinywa ( bona umshwana 21 )",0,isiZulu
Uphenyo lwezibalo uSibusiso lwavunywa amarekhodi aphathelene nezicelo ngeSonto eledlule emhlanganweni wabaphathi abakhulu.,1,isiZulu
"Kufanele inqandane nohlu lokubaluleka , izinjongo , izinkomba kanye nemigomo equkethwe I-IDP .",0,isiZulu
Ukuhlolwa kwangempela luchaze uhlu lwezinqubomgomo ezintsha ngo-2023 kusukela ngoJanuwari.,1,isiZulu
"Wakhala uMveli kwaze kwafika umhlengikazi owamphakamisa esitulweni , wavala noSindi ngengubo .",0,isiZulu
nozI : [ Ngomoya ophansi . ],0,isiZulu
UMasipala wase-eGoli wethule umbiko indlela yokuxhumana ngaphansi kwengalo kaNkulunkulu.,1,isiZulu
Uphenyo lwesayensi kuphakamise ubuchwepheshe obusetshenziswa ezifundweni ngezinga eliyanelisayo.,1,isiZulu
Le misebenzi esiyethula lapha namuhla izosheshisa ukuthuthukiswa kwendawo yaKwaHlabisa ibe idolobha ngokugcwele elinazo zonke izidingo nokyinto ehambelana nombono kahulumeni .,0,isiZulu
Isikole wakhipha umbiko wesifundo esisha emhlanganweni obalulekile.,1,isiZulu
Abaholi bezemfundo kwamukele amathuba okuhlola izindlela ezintsha ngokuhambisana nesikhathi.,1,isiZulu
Isikole uvumele uhlelo lwesikole olusha ngaphambi kokuphela kwesonto.,1,isiZulu
Ibhodi labaphenyi kwatholakale izinqubomgomo zesikhashana ngokuhlonishwa kwemigomo.,1,isiZulu
Uphenyo lwakamuva uhlomule uhlelo lokusebenza lwezisebenzi ezingeni eliphakeme.,1,isiZulu
"Yenza iziphakamiso ezindabeni ezithinta eze acquisition , procurement nokutshelekiswa kwe- ICTs .",0,isiZulu
UMasipala wase-Durban umemezele indlela yokuxhumana ngokwesikhathi esinqunyiwe.,1,isiZulu
"Iphansi eliphephile , ukuxoxisana ngamaminerali namalungelo okumba kuyadingeka nalowo onelungelo lokumba noma i-DME uma indawo kungekahulumeni .",0,isiZulu
Ngaleyondlela abantu baseAfrika abangenayo imali babengakwazi ukuzibandakanya nokupha .,0,isiZulu
"izibalo Zokubalwa Kwabntu ezisanda kwenziwa zithi i-civil engineering yiwo umkhakha ononjiniyela abaningi , kanti ukwakhiwa kwezindlu kona akunabo abantu abaningi .",0,isiZulu
Uphenyo lwakamuva uphothule amathuba emfundo ngaphandle kwezinkinga.,1,isiZulu
"Kwizinyathelo ezimaqondana nokwehlukaniswa kwempahla phakathi kophathini abarejistiwe ngaphansi kwale Sahluko , inhkantolo ingabheka ukuthi ophathini benza isivumelwano sobuhlobo oburejistiwe kanye nokuqukethwe kuso , inqobo uma isivumelwano esirejistiwe sobudlelwano ekhaya besifakiwe futhi sananyathiselwa kwisitifiketi sokurejista .",0,isiZulu
Inqubomgomo entsha uLungelo luhlanganiswe uhlelo lokulawulwa kwezinhlelo ngo-2024 phambi kwekomidi.,1,isiZulu
"Ungakwazi , kuya ngezimo ezithile , Ukuthula ubufakazi bakho enda- weni evalelekile ngendlela yamabonakude ( lokhu kusho Ukuthi awu- bikhona endaweni yamacala eyodwa nalona obekwe icala , kodwa wena uzoba kwelinye igumbi )",0,isiZulu
Umphathi wepulazi wathengisela inhlwathi kanye ne-umakhalekhukhwini emapulazini aseKwaMashu ngendlela ecacile nenembayo eholidini eledlule.,1,isiZulu
Uphenyo lwesayensi kwethule imibiko yezinsuku ezedlule ngokwemigomo esemthethweni.,1,isiZulu
Uhlelo olusha uhlomule inqubomgomo yomphakathi ngaphambi kokuphela kwesonto.,1,isiZulu
Ikhabhinethi iphikisana nokuzinikela kukahulumeni ekusizeni abantu baseBurundi bathole ukuthula .,0,isiZulu
Inhlangano kazwelonke kwahlaziye indlela yokuphatha kahle ngokwesivumelwano esibhalwe phansi.,1,isiZulu
Uthisha wenze inkulumo mayelana necebo ngokuhambisana nezimiso.,1,isiZulu
Isikhungo senkolo wavusa ithemba ezindleleni zokuphila ezingcwele njengokwesimemezelo sabefundisi.,1,isiZulu
"Amalungu aphinde athola izibhamu ezinhlanu , esisodwa sohlobo lwe-shotgun kanye nezine zohlobo lwama-pistol zabasolwa , kanye nemoto yohlobo lwe-Renault .",0,isiZulu
Abafundi abaningi uphothule inqubomgomo yomphakathi ngezinsuku ezintathu ezedlule.,1,isiZulu
"Akekho umuntu oyogcwalisa uhlamvu "" G "" esikhaleni 10 sefomu yohlelo lokundiza i-ICAO ngaphandle kokuhambisana nezidingo ezinqunywe kulo mthethonkambiso . """,0,isiZulu
Isimemezelo sikahulumeni uAndile lwafakwa inqubomgomo yomphakathi amaviki amabili ngenhloso yokwenza lula izinto.,1,isiZulu
Okunye okubalulekile ngomkhakhaso wethu wokwakha amathuba emisebenzi uHlelo Olunwetshisiwe Lwemisebenzi kaHulumeni Emiphakathini .,0,isiZulu
Uhlelo lwezemvelo wacwaninga ingulube kanye ne-ibhayisikili endaweni yomphakathi ngendlela ecacile nenembayo eholidini eledlule.,1,isiZulu
Inkulumo ka lwabonisa uhlu lwezinto ezisemqoka ngenyanga edlule emhlanganweni wesifunda.,1,isiZulu
Le miqhudelwano izoba mhla ka 27 kuze kube umhla ka 29 October 2009 .,0,isiZulu
"Kube nokudlondlobala okukhulu kwinani lezivakashi ezifike kuleli lizwe futhi lokho kuwaphuculile amathuba okutshalwa kwezimali , kanti futhi lokho kuzovula amathuba emisebenzi .",0,isiZulu
Umsebenzi wezandla kwahlaziye indlela yokuphatha kahle emhlanganweni wamahhala.,1,isiZulu
UMongameli uCardoso ubeqondise kumazinga ahlukene e-Globalisation aphonsela inselele enkulu abantu .,0,isiZulu
"30.(1) Ngaphandle uma egunyazwe nguMkhandlu ngokubhalwe phansi ukuba enze njalo , akukho muntu nangayiphi indlela oyomela noma asebenzise igama , isifinyezo , ilogo , uphawu noma impahla esetshenziswa nguMkhandlu noma okungeyoMkhandlu .",0,isiZulu
"Nanamuhla njengoba evukele lapha emasimini , isenzo sikaMveli sabe singamlalisanga kahle neze ngayizolo .",0,isiZulu
akucaci ngobabes kokatira,0,isiZulu
"Amalungu omphakathi ayexwayiswa ukuba angalaleli abantu abathi bafuna ukuthenga umhlaba oseNerissa Road , eBluff .",0,isiZulu
Isifundo sikaProf Mthembu uNomsa lwavunywa indlela yokubala izindleko ngenyanga edlule kusukela ngoJanuwari.,1,isiZulu
Isikole wakhipha uhlolo olubalulekile emhlanganweni obalulekile.,1,isiZulu
Isikhulu uhlolile ulwazi olusha oluqukethwe ebhukwini emhlanganweni obalulekile.,1,isiZulu
Ithimba lezentuthuko kuphakamise indlela yokuphatha kahle ngaphansi kokwengamela okuqinile.,1,isiZulu
Uhulumeni kamasipala ngokusebenzisa iKomidi le-IDP namakhansela kumele asebenzise wonke amasu afanele ngaphezu kokudala isimo esidingekile nesikhuthaza iqhaza lomphakathi .,0,isiZulu
Abe-GCIS bamukela ukubaluleka kokuvikela imfihlo yangasese yezingane ekuxhumaneni ngokwe-online kuwo wonke umhlaba .,0,isiZulu
Mhla zingu-7 kwephezulu sagubha uSuku loMhlaba lwezeMpilo .,0,isiZulu
Isimemezelo sikahulumeni lwafakwa uhlelo lokulawulwa kwezinhlelo ngo-2023 ngaphansi kukaHulumeni omusha.,1,isiZulu
UVish Suparsad wasebenzela Umkhandlu Wezokubhenka kwinqubomgomo yomkhakha wezokubhenka ukunika abantu abampofu ukufinyelela okungcono endleleni yokusebenzisa ibhange .,0,isiZulu
Kwamthinta kanjani uShaka ukuphangalala kukaNandi ?,0,isiZulu
b Kuleso saziso uNobhala weziNkampani kufanele ameme abantu kuba balethe izimpikiswano neziphakamiso zabo kumuntu oyakushiwo kusaziso leso singakapheli isikhathi esiyakunqunywa kuleso saziso .,0,isiZulu
Abafundi abaningi wakhipha indlela yokusebenza entsha ngaphambi kokuphela kwesonto.,1,isiZulu
Kubuye kubhekelwe nokuqokwa kwamabhodi asezibhedlela nguNgqongqoshe nawoNgqongqoshe bezifundazwe ( oMEC ),0,isiZulu
Uma lowo obambe iqhaza embonini yezasolwandle ephula umthethonkambiso 1 akenzi icala kodwa angakhishelwa umyalo wokuphoqwa .,0,isiZulu
Umfundi omusha wathengisela inyamazane kanye ne-ibhodwe esibhedlela esiseduze ngezinjongo zokuthuthukisa ulwazi ngemuva kwesikhathi eside.,1,isiZulu
"Ngaphezu kwalokho , ubufakazi beKomidi obethulwe wuMnu Varney , obuphinde banxusa leli Komidi ukuba lingenelele .",0,isiZulu
Umshwana 44 uhlinzekela ukuthi iLungu loMkhandlu oPhethe kumele linqume uhlaka lokubusa lwesiGungu samaGugu sesiFundazwe .,0,isiZulu
Uphenyo lwesayensi kuthuthukise umbiko wokugcina ngokwemigomo esemthethweni.,1,isiZulu
Ucingo oluvela ku uZanele luhlanganiswe ulwazi lwezindaba zakamuva amaviki amabili emhlanganweni wabaphathi abakhulu.,1,isiZulu
Lawa ngamadamu anomthamo ongagcina ngaphezelu kwama-cubic mitha angama-50 000 amanzi onodonga obude balo bungaphezulu kwamamitha ama-5 noma amemezelwe uNgqongqoshe njengohlobo lwamadamu olunobungozi .,0,isiZulu
Ibhodi labaphenyi kwandise uhlaka lokusebenza lwezemfundo ngezinga eliyanelisayo.,1,isiZulu
izakhamuzi zaseNingizimu Afrika noma umuntu onemvume yokuhlala unomphela oshadile noma ohlalisana nomunye umuntu isikhathi eside umuntu oneminyaka engaphezulu kuka-21 ubudala onabancike kuye abathola umholo womndeni uhlangene ongu-R3 500 noma ongaphansi kwaleli nani umuntu ongakaze abe nendlu yokuhlala ngaphambilini abenzi-zicelo abakhubazekile abenza izicelo sokushintshelwa okuthile .,0,isiZulu
Inkulumo ka uSibusiso lwafakwa inqubomgomo yomphakathi ngeSonto eledlule emhlanganweni wesifunda.,1,isiZulu
"Ukuziqhelelanisa nezepolitiki kwizikhundla zokwengamela kwakukhona Kwikhono Lokwenza Umsebenzi , kwakungavimbela ukubheka kwabo lokho okwenzekile okufana nalokho .",0,isiZulu
"IPhalamende lifuna ukwandisa ukuzibandakanya komphakathi kanye nokubamba kwawo iqhaza ekutheni kuhanjiswane nesiqubulo salonyaka esithi : "" Sigubha igalelo lenkululeko ngokuqinisa amaxhama okuxhumana phakathi kwePhalamende naBantu """,0,isiZulu
Abaxhumanisi bephrojekthi kuphumeleliswe imibiko yezinsuku ezedlule ngokuhlonishwa kwemigomo.,1,isiZulu
Siyayibonga inkosi noMndeni ngokuzibophezela ukuhlonipha lolusiko lwethu olubalulekile kangaka .,0,isiZulu
UMphathi Omkhulu Wezemilili angase asikhansele iSitifiketi Somsebenzi .,0,isiZulu
Ivangeli likaJesu wathandazela ngesonto eKwaMashu ngeSonto ekuseni.,1,isiZulu
"UMongameli njengenhloko WoMkhandlu sikazwelonke kufanele aqokele esikhundleni umuntu wesifazane noma wesilisa njengoKhomishana kaZwelonke wamaphoyisa , ukuze alawule futhi aphathe amaphoyisa .",0,isiZulu
UMasipala wase-Durban uhambise indlela yokusebenza kahulumeni ngaphansi kwengalo kaNkulunkulu.,1,isiZulu
Ithimba lezentuthuko kuphakamise amacebo ahlelekile ngendlela engaguquki.,1,isiZulu
Ithimba lezentuthuko kwamukele umgomo omusha emhlanganweni wamahhala.,1,isiZulu
Ibhodi labaphenyi kuphakamise izindlela ezintsha zokuqeqesha ezimisweni eziphakeme.,1,isiZulu
Abafundi abaningi uhlomule inkulumo mayelana necebo emhlanganweni obalulekile.,1,isiZulu
Ukusebenzela iBhodi kodwa bangakhaliswa nje ngezindleko abangene kuzo ngenkathi besebenza ngokuya kwalo mthetho .,0,isiZulu
UMasipala wase-Lusikisiki uqalile indlela yokuxhumana ngokwesikhathi esinqunyiwe.,1,isiZulu
"Nakuba kukhona ukungaboni ngendlela ngokulunga nokuthembeka kolwazi , lezi zinkomba ezilandelayo ezihlinzekwe yi-Integrated Justice Sector Review Team zinika ulwazi .",0,isiZulu
"Kukhona izinhlobo ezintathu zezitifikedi , amagama azo angu-Seed Lot Certificates ( eziwolintshi nezi-Green ) kanye nesitifikedi sesampuli yezimbewu esiBlu .",0,isiZulu
Umphathi wepulazi wakwazi ukusebenzisa inyoni kanye ne-umshini wokupheka emapulazini aseKwaMashu ngendlela ecacile nenembayo ngemuva kwesikhathi eside.,1,isiZulu
Abakhulekeli wacela ukuthula kuvangeli olutsha njengokwesimemezelo sabefundisi.,1,isiZulu
ezempilo abamnyama abazihluphi ngobungozi bomdlavuza,0,isiZulu
Uphenyo lwesayensi kuphumeleliswe uhlelo lwezokuxhumana ngezinga eliyanelisayo.,1,isiZulu
Imboni yokwenziwa ngamapulangwe ye-Sappi Lomati ingenye yezinkulu kakhulu kuleli lizwe .,0,isiZulu
UMasipala wase-Bhisho wethule umbiko umbiko wesabelomali njengokwesimemezelo sabefundisi.,1,isiZulu
Uhlelo olusha uqale umbiko wesifundo esisha ngokuhambisana nezimiso.,1,isiZulu
"Abe-GCIS benelungelo lokushintsha ( ukuguqula ) ukuhlela ngenye indlela , ukungezela noma ukususa izingxenye ezithile noma yonke le mibandlela nezimo zokusebenzisa ngezikhathi nezikhathi .",0,isiZulu
Uhulumeni uxoxile umsebenzi wephrojekthi njengoba bekulindelekile.,1,isiZulu
Umhlangano wamaKrestu wavusa ithemba emhlanganweni waseSoweto ngaphansi kwengalo kaNkulunkulu.,1,isiZulu
Icala elibhalwe ngo-2024 uNkk Zuma lwamemezela ulwazi lwezindaba zakamuva ngenyanga edlule kusukela ngoJanuwari.,1,isiZulu
Inhlangano kazwelonke kuxhumanise uhlelo lwezokuxhumana ngokwemigomo esemthethweni.,1,isiZulu
Qaphela : Iphomedi yokudobela ukuzothengisa emanzini angewona ase-South Africa ayifaki izinhlanzi ezidotshwe emanzini ancwaba .,0,isiZulu
Abaholi bezemfundo kuxhumanise umgomo omusha ngendlela engaguquki.,1,isiZulu
Uthe kwake kwaba nesikhathi lapho obewengamele khona i-Animal Essex Committee .,0,isiZulu
""" Pho uma uzazi izithembiso kungani ungiphethe ngesihluku esingaka Yiyona ndlela ongitshengisa ngayo ukuthi uyangithanda lena Zola "" wamnyonkoloza kabana ?",0,isiZulu
Atshele uHadebe lokho aveze nokuthi imali yokukhokhela ikhumbi kade amthumelela yona .,0,isiZulu
geza igama lakho uma usubizwe kwekazondo,0,isiZulu
"Imendo yoSiko kanye nokuHlanganyela impahla Yonke imendo yosiko engenelwe ngaphambi kokuba lo Mthetho uqale ukusebenza , kusho ukuthi ingenelwe ngaphansi kokuhlanganyela impahla",0,isiZulu
Mboza isitsha ngendwangu ukuze singomi futhi izinyoni zingazidli izibungu .,0,isiZulu
Uphenyo lwezibalo lwamemezela umhlahlandlela womthetho izinsuku eziyishumi emhlanganweni wesifunda.,1,isiZulu
"Umgomo usebenza kubo bonke abasebenzi bakwa-GCIS , noma izinhlangano zikahulumeni ezingamukela ulwazi oluvela kwabe-GCIS .",0,isiZulu
Isisebenzi uhlomule uhlolo olubalulekile emhlanganweni obalulekile.,1,isiZulu
Isisebenzi esiqavile waklame inhlwathi kanye ne-ibhodwe eholweni labafundi ngendlela ecacile nenembayo ngaphakathi kwekilasi.,1,isiZulu
UMthethosisekelo wasungula izikhungo ezinjengeKhomishani yamalungelo abantu -iKhomishani yokulingana ngokobulili noMvikeli woMphakathi ngamagunya okuphenya izinto eziphambana noMthethosisekelo .,0,isiZulu
Ukugqugquzela umkhakha wezolimo onogqozi lokwakha ingcebo ngokukhiqiza izimbuzi nezimvu eRSA .,0,isiZulu
"iNdlu yesiShayamthetho Kazwelonke ( eyaziwa ngokuthi i-NA ) , kanye",0,isiZulu
"Imibandela yoMthetho wezokuMbiwa , ka-1991 uthwalisa abanikazi bokusansimbi eyigugu engabunjiwe ngezinqubo zokuphatha ezinzima futhi unciphisa ukusetshenziswa noma ukuba nokusansimbi eyigugu engabunjiwe ngokungadingekile .",0,isiZulu
Ngokwe-Income Tax Act ( Umthetho Wentela Yengeniso ) kuvumeleke amadonso athile kuphela uma uhola iholo .,0,isiZulu
"Lahlaba laphukela lelo kuNyoka , owakhushuza into engapheli .",0,isiZulu
"Kusukela ngeSonto , i-Israyeli ayizange ihlasele endaweni yase-Occupied Palestina kanti kudutshelwe ngerokhethi elilodwa kuphela kanye nemotha eyodwa kubhekiswe kwa-Israyeli .",0,isiZulu
Uyingozi kanti uzothatha izintambo kuLennox Sebe .,0,isiZulu
Isisebenzi esiqavile wahlela ibhubesi kanye ne-ibhodwe eholweni labafundi ngendlela ecacile nenembayo ebusika ngo-2023.,1,isiZulu
"Lomthetho uhlinzekela ukuthi uma ilunga loMbutho wamaPhoyisa aseNingizimu Afrika lehluleka ukuhambisana nesibophezelo esibekiwe ngokulandisa komthetho wodlame lwasekhaya ( DVA ) noma uMlayelo kaZwelonke okhishwe ngokomthetho ( DVA ) , leso senzo sithathwa njengokungaziphathi kahle ngokuhumusha koMthetho wombutho we-SAPS .",0,isiZulu
Abazali bezingane wathengisela inhlwathi kanye ne-ibhodwe emapulazini aseKwaMashu njengoba kuchaziwe ngaphambilini ebusika ngo-2023.,1,isiZulu
Kwaveza umbono wezokuthutha wesikhathi eside waseNingizimu Afrika .,0,isiZulu
Abaxhumanisi bephrojekthi kwethule imibiko yezinsuku ezedlule ngaphansi kokwengamela okuqinile.,1,isiZulu
Qaphela ukubalwa kwe-IRR ngobuchwepheshe .,0,isiZulu
Yiziphi izimoto okufanele zisebenzise I-LRP futhi kungani ?,0,isiZulu
I-P003 - ekhombisa isikhathi sokukhokha,0,isiZulu
Inkulumo ka lwasetshenziswa ulwazi lwezindaba zakamuva izinsuku eziyishumi ngenhloso yokwenza lula izinto.,1,isiZulu
Leli bhukwazna eliwusizo olumayelana nokubika nge-SoE lenziwa nguGrid Arendal .,0,isiZulu
U-Archbishop Tutu use-Adis Abeba uzothatha isonto lonke elapho .,0,isiZulu
"UUkusatshalaliswa komkhankaso wokufundisa abathengi bezindlu , owaholela ekutheni abantu abangama-20,000 babambe iqhaza eThekwini naseMgungundlovu .",0,isiZulu
Abafundi abaningi uvumele ulwazi olusha oluqukethwe ebhukwini emhlanganweni obalulekile.,1,isiZulu
Mangisho ngithi lomsebenzi kanye neminye eminingi esiphezu kwayo iyigalelo lika Hulumeni lokuguqula izimpilo zabantu .,0,isiZulu
imibono ukuba namanzi kompompi sakugcinango,0,isiZulu
Caller4 : Isaspendiwe Iyakoloda ?,0,isiZulu
Isisebenzi wenze indlela yokusebenza entsha ngaphandle kwezinkinga.,1,isiZulu
"Ngaphandle kokuba namaqiniso angengabazeke okuba khona kwabo eNingizimu Afrika , kwenziwa uphenyo olubanzi .",0,isiZulu
Konke lokhu kuyimisebenzi yesikhathi esizayo .,0,isiZulu
Inqubomgomo entsha luhlelwe uhlu lwezinqubomgomo ezintsha unyaka odlule emhlanganweni kaMasipala.,1,isiZulu
Ukuze uthole imininingwane eyengeziwe uyacelwa ukuba ushayele isikhungo sokunakekela amakhasimende se-dti lapha 0861 843 384 noma uvakashele iwebhusayidi ethi www.thedti.gov.za.,0,isiZulu
Yisiphi isikhathi esihle sokutshala Kungani leso sikhathi sibe esihle ?,0,isiZulu
Uphenyo lwesayensi kwatholakale amacebo ahlelekile ngaphansi kokwengamela okuqinile.,1,isiZulu
"Unazo yini izindlela ezanele ukuvikela , ukucwaninga kanye nokwengamela ukulimala okuthinta umzimba womuntu , njengokuvika ukuphakamisa izinto ezisindayo kumbe i-WRULD okubangwa ukwenza umsebenzi ofanayo Kungcono ukuvika izimo ezimbi akubizi njengokulwa nazo .",0,isiZulu
Uphenyo lwezibalo uZanele lwamemezela ulwazi lwezindaba zakamuva ngenyanga edlule ngokwesicelo esisemthethweni.,1,isiZulu
Abaxhumanisi bephrojekthi kubonise umbiko wokugcina ezimisweni eziphakeme.,1,isiZulu
Umbiko wango luchaze uhlelo lokulawulwa kwezinhlelo izinsuku eziyishumi ngesicelo sikaNkk Zuma.,1,isiZulu
"Uma abafuna ukushadana bevela phambi kwesiphathimandla sokushadisa ngaphambi komshado ngenhloso yokubopha ifindo lomshado wobuSulumani bese nesiphathimandla siba nezinsolo zokuthi omunye wabo uneminyaka emvimbayo ekungeneni emshadweni wobuSulumani ngaphandle kwemvume yomunye umuntu , isiphathimandla sokushadisa singenqaba ukubhalisa lowo mshado ngaphandle uma sinikwa leyo mvume noma igunya elibhaliwe noma ubufakazi obenelisayo bokuthi lowo othintekayo unelungelo lokushada ngaphandle kwemvume noma kwegunya lothile .",0,isiZulu
Abantu bendawo wanikeza inyamazane kanye ne-umakhalekhukhwini esibhedlela esiseduze ngokuhambisana nezindinganiso ngaphakathi kwekilasi.,1,isiZulu
Iphrojekthi entsha wakhipha umsebenzi wephrojekthi ngaphandle kwezinkinga.,1,isiZulu
kutholwe itekisi yeda ebintshontshiwe,0,isiZulu
Ucingo oluvela ku uSipho lwakhiwe indlela yokubala izindleko ngenyanga edlule ngokwesicelo esisemthethweni.,1,isiZulu
Ukubunjwa koMkhandlu 8 .,0,isiZulu
Ukuhlolwa kwangempela luchaze ulwazi lwezindaba zakamuva ngeSonto eledlule phambi kwekomidi.,1,isiZulu
"Intelo yedizili izokhuphuka nge-17,5 cents ilitha , nelevi leRAF lizokhuphuka nge-8 cents ilitha .",0,isiZulu
Umphathi wepulazi wafundisa inhlwathi kanye ne-ibhodwe emapulazini aseKwaMashu kanye nabanye abafundi abakhulu ngemuva kwesikhathi eside.,1,isiZulu
Isikhulu uqale inqubomgomo yomphakathi ngaphandle kwezinkinga.,1,isiZulu
Farewell : Suka lapha wena Henry .,0,isiZulu
Umfundi omusha wasebenzisa impisi kanye ne-umakhalekhukhwini eholweni labafundi ngezinjongo zokuthuthukisa ulwazi ngemuva kwesikhathi eside.,1,isiZulu
"i uma bekungumyalo wezokuvikela , uMqondisi-Jikelele ; noma ii uma bekungumyalo wokulawulwa yisiPhathimandla .",0,isiZulu
Kwaguquguquka kwesinye isikhathi ngokwezinga abakholwa ukuthi Ikomidi Lezinxushunxushu lalenza umsebenzi walo .,0,isiZulu
bhIlI : Nami kanti ngizofa ?,0,isiZulu
Uphenyo lwesayensi kwethule umgomo omusha ngezinga eliyanelisayo.,1,isiZulu
Inqubomgomo entsha lwamemezela uhlu lwezinto ezisemqoka ngo-2024 ngokwesicelo esisemthethweni.,1,isiZulu
24.(a) ILungu loMkhandlu oPhethe elibhekele ezezimali linganquma imikhombandlela yamasu okufezekisa izinjongo zesiKhungo futhi linganikezeka imiyalelo yenqubomgomo eBhodini .,0,isiZulu
Isikhulu uxhumane uhlelo lokusebenza lwezisebenzi ngezinsuku ezintathu ezedlule.,1,isiZulu
